"","...1","sensor_ID","date_collected","AQI","temperature","County","stcofips","omb","medinc","unemp","pz","day_number"
"1000",1000,47481,2022-03-14,13.107,81.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1001",1001,12703,2022-03-09,13.078,66.933,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",68
"1002",1002,25561,2022-03-04,13.068,80.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1003",1003,2873,2022-03-18,13.061,85.897,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",77
"1004",1004,45621,2022-03-17,13.059,75.433,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",76
"1005",1005,11190,2022-03-17,13.048,76.567,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"1006",1006,11174,2022-03-01,13.018,76.733,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"1007",1007,38873,2022-03-04,12.973,71.8,"Rockingham",37157,"Urban outlying","Middle income","Moderate unemployment","Piedmont Triad",63
"1008",1008,47581,2022-03-19,12.966,85.967,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",78
"1009",1009,2873,2022-03-04,12.961,80.69,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",63
"1010",1010,12703,2022-03-12,12.959,65,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",71
"1011",1011,31261,2022-03-20,12.941,56.167,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",79
"1012",1012,6020,2022-03-20,12.925,71.8,"Cherokee",37039,"Not urban","Middle income","Moderate unemployment","Western",79
"1013",1013,4329,2022-03-07,12.913,86.5,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1014",1014,47477,2022-03-10,12.9,59.267,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"1015",1015,54093,2022-03-18,12.871,78,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",77
"1016",1016,15591,2022-03-07,12.866,86.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1017",1017,11184,2022-03-01,12.85,82.433,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"1018",1018,36451,2022-03-15,12.847,71.567,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",74
"1019",1019,31261,2022-03-19,12.841,71.033,"Yancey",37199,"Not urban","Lower income","Lower unemployment","Northwest",78
"1020",1020,54095,2022-03-07,12.771,87.133,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1021",1021,47459,2022-03-04,12.739,79.267,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1022",1022,47457,2022-03-17,12.703,75.967,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"1023",1023,47469,2022-03-04,12.701,76.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1024",1024,36451,2022-03-14,12.698,74.5,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",73
"1025",1025,47581,2022-03-09,12.673,66.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"1026",1026,12703,2022-03-08,12.631,79.833,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",67
"1027",1027,15591,2022-03-17,12.631,77.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",76
"1028",1028,12787,2022-03-01,12.627,86,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",60
"1029",1029,4329,2022-03-04,12.623,80.2,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1030",1030,11190,2022-03-04,12.619,79.767,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1031",1031,47469,2022-03-07,12.616,86.567,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1032",1032,28147,2022-03-10,12.601,58.033,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"1033",1033,12787,2022-03-15,12.595,84.533,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",74
"1034",1034,47465,2022-03-10,12.585,56.9,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",69
"1035",1035,2873,2022-03-10,12.574,59,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",69
"1036",1036,47615,2022-03-04,12.567,84.167,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",63
"1037",1037,48745,2022-03-04,12.516,81.607,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",63
"1038",1038,36451,2022-03-08,12.497,72.655,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",67
"1039",1039,47505,2022-03-07,12.486,86.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1040",1040,11190,2022-03-01,12.477,71.667,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"1041",1041,12823,2022-03-09,12.435,60.567,"Edgecombe",37065,"Urban center","Lower income","Higher unemployment","North Central",68
"1042",1042,25561,2022-03-02,12.424,83.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"1043",1043,12867,2022-03-10,12.411,65.733,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",69
"1044",1044,5872,2022-03-07,12.404,89,"Chatham",37037,"Urban center","Higher income","Lower unemployment","North Central",66
"1045",1045,28147,2022-03-14,12.389,77.367,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1046",1046,47495,2022-03-14,12.363,85.633,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",73
"1047",1047,15587,2022-03-14,12.361,82.367,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1048",1048,47615,2022-03-01,12.345,75.967,"Johnston",37101,"Urban center","Higher income","Lower unemployment","North Central",60
"1049",1049,47581,2022-03-11,12.34,70.633,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",70
"1050",1050,47483,2022-03-14,12.297,81.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1051",1051,11184,2022-03-14,12.295,82.16,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1052",1052,15587,2022-03-04,12.271,81.467,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1053",1053,47505,2022-03-09,12.264,66.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"1054",1054,47457,2022-03-10,12.258,59,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"1055",1055,12867,2022-03-07,12.235,85.967,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",66
"1056",1056,47477,2022-03-01,12.234,82.9,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",60
"1057",1057,15587,2022-03-07,12.233,86.233,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1058",1058,36451,2022-03-12,12.203,69.4,"Clay",37043,"Not urban","Lower income","Moderate unemployment","Western",71
"1059",1059,15591,2022-03-14,12.19,75.9,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",73
"1060",1060,11644,2022-03-07,12.184,89.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1061",1061,47505,2022-03-04,12.183,77.567,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1062",1062,15591,2022-03-04,12.142,81.767,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1063",1063,1334,2022-03-16,12.13,62.167,"Macon",37113,"Not urban","Middle income","Lower unemployment","Western",75
"1064",1064,31619,2022-03-07,12.125,86.4,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1065",1065,47559,2022-03-16,12.105,78.033,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",75
"1066",1066,47493,2022-03-04,12.071,79.033,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1067",1067,1326,2022-03-03,11.953,83.967,"Haywood",37087,"Urban center","Middle income","Lower unemployment","Western",62
"1068",1068,38871,2022-03-03,11.94,91.2,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",62
"1069",1069,12759,2022-03-01,11.927,85.7,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",60
"1070",1070,54095,2022-03-04,11.914,76.8,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1071",1071,54093,2022-03-04,11.898,74.733,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",63
"1072",1072,11184,2022-03-04,11.892,83.267,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1073",1073,12697,2022-03-19,11.878,83.9,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",78
"1074",1074,47555,2022-03-04,11.861,79.333,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1075",1075,47621,2022-03-04,11.857,77.667,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",63
"1076",1076,47457,2022-03-07,11.856,86.133,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1077",1077,48745,2022-03-07,11.848,87.267,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",66
"1078",1078,38871,2022-03-14,11.806,73.033,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",73
"1079",1079,47493,2022-03-07,11.8,88.067,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1080",1080,47621,2022-03-14,11.779,69.767,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",73
"1081",1081,11174,2022-03-04,11.778,80.267,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1082",1082,12867,2022-03-20,11.777,76.9,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",79
"1083",1083,11190,2022-03-07,11.769,85.767,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",66
"1084",1084,1326,2022-03-16,11.731,66.621,"Haywood",37087,"Urban center","Middle income","Lower unemployment","Western",75
"1085",1085,47621,2022-03-09,11.712,65.367,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",68
"1086",1086,6008,2022-03-14,11.689,77.167,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",73
"1087",1087,47621,2022-03-07,11.685,84.833,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",66
"1088",1088,12867,2022-03-02,11.657,82.5,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",61
"1089",1089,52885,2022-03-14,11.648,74.5,"Rowan",37159,"Urban outlying","Middle income","Moderate unemployment","Southwest",73
"1090",1090,45621,2022-03-01,11.632,69.933,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",60
"1091",1091,25561,2022-03-10,11.576,57.133,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"1092",1092,3050,2022-03-07,11.534,87.667,"Cumberland",37051,"Urban center","Middle income","Moderate unemployment","Sandhills",66
"1093",1093,1326,2022-03-17,11.481,82.467,"Haywood",37087,"Urban center","Middle income","Lower unemployment","Western",76
"1094",1094,54093,2022-03-09,11.467,60.5,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",68
"1095",1095,28145,2022-03-02,11.451,79.3,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",61
"1096",1096,6008,2022-03-19,11.444,90.033,"Forsyth",37067,"Urban center","Higher income","Lower unemployment","Piedmont Triad",78
"1097",1097,12286,2022-03-20,11.44,78.167,"Brunswick",37019,"Urban center","Higher income","Moderate unemployment","Southeast",79
"1098",1098,37403,2022-03-10,11.387,56.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",69
"1099",1099,39969,2022-03-02,11.376,79.967,"Union",37179,"Urban center","Higher income","Lower unemployment","Southwest",61
"1100",1100,47581,2022-03-02,11.363,99.933,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",61
"1101",1101,12759,2022-03-07,11.34,86.933,"Guilford",37081,"Urban center","Higher income","Moderate unemployment","Piedmont Triad",66
"1102",1102,20809,2022-03-15,11.296,74.2,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",74
"1103",1103,55773,2022-03-04,11.267,77.267,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",63
"1104",1104,2873,2022-03-09,11.256,68.467,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",68
"1105",1105,20809,2022-03-02,11.254,82,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",61
"1106",1106,6022,2022-03-04,11.25,81.1,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",63
"1107",1107,38871,2022-03-18,11.244,83.967,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",77
"1108",1108,6112,2022-03-07,11.227,94.3,"Stanly",37167,"Urban center","Middle income","Lower unemployment","Southwest",66
"1109",1109,45621,2022-03-02,11.213,77.7,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",61
"1110",1110,20521,2022-03-03,11.207,93.5,"Mecklenburg",37119,"Urban center","Higher income","Lower unemployment","Southwest",62
"1111",1111,47487,2022-03-09,11.18,65.667,"Durham",37063,"Urban center","Higher income","Lower unemployment","North Central",68
"1112",1112,38871,2022-03-19,11.163,83.233,"Iredell",37097,"Urban center","Higher income","Lower unemployment","Southwest",78
"1113",1113,47469,2022-03-09,11.158,66.367,"Wake",37183,"Urban center","Higher income","Lower unemployment","North Central",68
"1114",1114,57965,2022-03-07,11.139,77.867,"Buncombe",37021,"Urban center","Higher income","Lower unemployment","Western",66
